year,country,region,income,population,lifeExpectancy
1993,Jordan,Middle East & North Africa,3524.17,3984238,68.2
1993,Kuwait,Middle East & North Africa,44804.87,1483773,75.35
1993,Lebanon,Middle East & North Africa,7323.93,3252469,69.39
1993,Libya,Middle East & North Africa,9056.06,4475679,69.37
1993,Morocco,Middle East & North Africa,2857.36,26350819,65.64
1993,Oman,Middle East & North Africa,19021.94,1988746,71.34
1993,Qatar,Middle East & North Africa,40684.8,557008,70.13
1993,Saudi Arabia,Middle East & North Africa,23173.54,18056656,69.12
1993,Tunisia,Middle East & North Africa,4347.77,8680433,70.32
1993,United Arab Emirates,Middle East & North Africa,28314.81,2093393,73.97
1993,West Bank and Gaza,Middle East & North Africa,6218.71,2215999,69.85
1993,"Yemen, Rep.",Middle East & North Africa,1861.89,13885756,55.88
1993,Argentina,America,9742.08,34411978,72.23
1993,Aruba,America,25277.57,67414,73.54
1993,Barbados,America,12299.76,265977,74.94
1993,Belize,America,5958.65,206055,72.54
1993,Bolivia,America,3015.14,7055495,60.25
1993,Brazil,America,7188.19,158471338,67.47
1993,Canada,America,26590.4,28920644,77.83
1993,Chile,America,8000.88,13788271,74.64
1993,Colombia,America,5645.09,34896573,68.86
1993,Costa Rica,America,6374.84,3244282,76.31
1993,Cuba,America,4669.61,10788020,74.95
1993,Ecuador,America,7107.17,10979476,70.31
1993,El Salvador,America,4645.22,5369502,68.08
1993,French Guiana,America,,133287,72.94
1993,Grenada,America,5978.42,90904,70.87
1993,Guadeloupe,America,,392897,75.95
1993,Guatemala,America,4483.12,8740433,63.86
1993,Guyana,America,2408.93,747337,62.34
1993,Haiti,America,1398.46,6443498,56.51
1993,Honduras,America,3204.57,5229618,67.67
1993,Jamaica,America,7447.48,2407463,71.31
1993,Martinique,America,,385826,76.51
1993,Mexico,America,9482.49,89749141,71.98
1993,Netherlands Antilles,America,20520.88,194496,74.47
1993,Nicaragua,America,2097.6,4140517,66.24
1993,Panama,America,6840.32,2531926,72.65
1993,Paraguay,America,4242.62,4612341,68.55
1993,Peru,America,4603.44,22900004,67.02
1993,Puerto Rico,America,15193.09,3615497,74.25
1993,Suriname,America,5624.37,406817,67.66
1993,Trinidad and Tobago,America,7340.13,1174430,69.08
1993,United States,America,33914.89,260255352,75.83
1993,Uruguay,America,8331.94,3170958,73.11
1993,Albania,Europe & Central Asia,2716.65,3351656,71.87
1993,Armenia,Europe & Central Asia,1375.72,3231570,68.14
1993,Austria,Europe & Central Asia,26882.04,7988599,76.27
1993,Azerbaijan,Europe & Central Asia,2627.69,7497205,65.27
1993,Belarus,Europe & Central Asia,5528.26,10360516,69.05
1993,Belgium,Europe & Central Asia,25229.6,10085426,76.47
1993,Bosnia and Herzegovina,Europe & Central Asia,1895.66,3955016,65.44
1993,Bulgaria,Europe & Central Asia,6367.39,8441872,71.18
1993,Croatia,Europe & Central Asia,7699.56,4486066,72.83
1993,Cyprus,Europe & Central Asia,18043.12,718776,77.05
1993,Denmark,Europe & Central Asia,25882.23,5188386,75.25
1993,Estonia,Europe & Central Asia,7733.48,1491426,68.19
1993,Finland,Europe & Central Asia,20294.81,5064846,75.94
1993,France,Europe & Central Asia,24731.22,57658289,77.5
1993,Georgia,Europe & Central Asia,1724.67,5247618,70.61
1993,Germany,Europe & Central Asia,26119.46,81132272,76.15
1993,Greece,Europe & Central Asia,16868.79,10382995,77.31
1993,Hungary,Europe & Central Asia,10494.88,10329012,69.25
1993,Iceland,Europe & Central Asia,25030.86,261270,78.98
1993,Ireland,Europe & Central Asia,17927.85,3578349,75.4
1993,Italy,Europe & Central Asia,21826.22,57026746,77.72
1993,Kazakhstan,Europe & Central Asia,5404.83,16451625,65.09
1993,Latvia,Europe & Central Asia,5948.96,2565708,66.78
1993,Lithuania,Europe & Central Asia,8190.02,3689004,69.01
1993,Luxembourg,Europe & Central Asia,47055.53,398084,75.74
1993,"Macedonia, FYR",Europe & Central Asia,6409.96,1917563,71.89
1993,Malta,Europe & Central Asia,15256.63,370008,76.39
1993,Moldova,Europe & Central Asia,2798.54,4459725,67.2
1993,Montenegro,Europe & Central Asia,4393.42,635875,75.97
1993,Netherlands,Europe & Central Asia,25958.69,15274942,77.11
1993,Norway,Europe & Central Asia,33900,4311964,77.28
1993,Poland,Europe & Central Asia,8007.93,38467746,71.51
1993,Portugal,Europe & Central Asia,15812.16,9967832,74.77
1993,Romania,Europe & Central Asia,6705.77,22768538,69.33
1993,Serbia,Europe & Central Asia,6478.91,9926991,71.83
1993,Slovak Republic,Europe & Central Asia,9636.52,5323577,71.9
1993,Slovenia,Europe & Central Asia,14560.02,1999926,73.52
1993,Spain,Europe & Central Asia,18374.87,39627587,77.7
1993,Sweden,Europe & Central Asia,23670,8769284,78.24
1993,Switzerland,Europe & Central Asia,31515.65,7058211,78.31
1993,Tajikistan,Europe & Central Asia,1643.5,5682454,62.28
1993,Turkey,Europe & Central Asia,6290.02,59212510,66.45
1993,Turkmenistan,Europe & Central Asia,3934.1,3933744,62.83
1993,Ukraine,Europe & Central Asia,5704.11,51887112,68.31
1993,United Kingdom,Europe & Central Asia,23170.28,58026920,76.32
1993,Uzbekistan,Europe & Central Asia,1611.38,22049313,66.37
1993,Australia,East Asia & Pacific,24053.1,17688687,78.07
1993,Brunei,East Asia & Pacific,48067.97,281594,74.55
1993,Cambodia,East Asia & Pacific,677.3,10643513,55.65
1993,China,East Asia & Pacific,2035.59,1178440000,68.95
1993,Fiji,East Asia & Pacific,3451.92,757711,66.63
1993,French Polynesia,East Asia & Pacific,23573.74,217191,70.28
1993,"Hong Kong, China",East Asia & Pacific,25864.07,5934511,78.31
1993,Indonesia,East Asia & Pacific,2519.34,188066000,63.19
1993,Japan,East Asia & Pacific,26818.24,124668019,79.5
1993,"Korea, Dem. Rep.",East Asia & Pacific,3018,21064115,69.92
1993,"Korea, Rep.",East Asia & Pacific,11701,44295873,72.77
1993,"Macao, China",East Asia & Pacific,23654.92,384495,77.78
1993,Malaysia,East Asia & Pacific,7815.3,18747901,70.83
1993,"Micronesia, Fed. Sts.",East Asia & Pacific,5899.17,117588,66.55
1993,Mongolia,East Asia & Pacific,1705.62,2349132,61.64
1993,Myanmar,East Asia & Pacific,904.21,40983821,59.19
1993,New Caledonia,East Asia & Pacific,35674.86,179152,71.55
1993,New Zealand,East Asia & Pacific,19337.19,3475061,76.62
1993,Papua New Guinea,East Asia & Pacific,2166.06,4128174,55.28
1993,Philippines,East Asia & Pacific,2279.47,68610958,66.78
1993,Samoa,East Asia & Pacific,3463.17,177551,66.35
1993,Singapore,East Asia & Pacific,27040.11,3328154,76.13
1993,Solomon Islands,East Asia & Pacific,2131.6,371256,58.38
1993,Taiwan,East Asia & Pacific,16852,20883467,74.53
1993,Thailand,East Asia & Pacific,4940.01,57400686,68.6
1993,Timor-Leste,East Asia & Pacific,2746.85,821171,49.08
1993,Tokelau,East Asia & Pacific,,,
1993,Tonga,East Asia & Pacific,4195.1,93734,69.89
1993,Vietnam,East Asia & Pacific,1049.36,71243961,68.05
1993,Vanuatu,East Asia & Pacific,3492.04,165127,65.14
1994,Angola,Sub-Saharan Africa,1851.45,9170032,42.59
1994,Benin,Sub-Saharan Africa,1168.53,5487359,55.89
1994,Botswana,Sub-Saharan Africa,7898.05,1427426,61.26
1994,Burkina Faso,Sub-Saharan Africa,878.97,9467871,48.41
1994,Burundi,Sub-Saharan Africa,585.18,5681513,44.85
1994,Cameroon,Sub-Saharan Africa,1603.04,13161203,53.98
1994,Cape Verde,Sub-Saharan Africa,1600.25,373163,67.28
1994,Chad,Sub-Saharan Africa,1023.26,6886696,50.88
1994,Comoros,Sub-Saharan Africa,1146.29,482162,58.82
1994,"Congo, Dem. Rep.",Sub-Saharan Africa,373.44,44539132,46.71
1994,"Congo, Rep.",Sub-Saharan Africa,3523.16,2568840,56.8
1994,Cote d'Ivoire,Sub-Saharan Africa,1577.61,13582754,57
1994,Equatorial Guinea,Sub-Saharan Africa,1201.49,408095,48.09
1994,Eritrea,Sub-Saharan Africa,794.98,3815601,51.4
1994,Ethiopia,Sub-Saharan Africa,460.14,54954863,48.72
1994,Gabon,Sub-Saharan Africa,13792.03,1040151,61.36
1994,Ghana,Sub-Saharan Africa,945.56,17274479,59.01
1994,Guinea,Sub-Saharan Africa,815.22,7431162,50.23
1994,Guinea-Bissau,Sub-Saharan Africa,739.54,1116326,44.45
1994,Kenya,Sub-Saharan Africa,1309.87,26430941,58.29
1994,Lesotho,Sub-Saharan Africa,967.11,1882531,59.62
1994,Liberia,Sub-Saharan Africa,644.95,1973706,50.77
1994,Madagascar,Sub-Saharan Africa,1001.87,12949727,53.43
1994,Malawi,Sub-Saharan Africa,555.37,9992214,51.6
1994,Mali,Sub-Saharan Africa,709.85,8774902,43.93
1994,Mauritania,Sub-Saharan Africa,1396.88,2279436,56.15
1994,Mauritius,Sub-Saharan Africa,6617.21,1117988,69.93
1994,Mayotte,Sub-Saharan Africa,,113713,73.58
1994,Mozambique,Sub-Saharan Africa,428.72,14740072,45.31
1994,Namibia,Sub-Saharan Africa,3768.68,1642093,63.03
1994,Niger,Sub-Saharan Africa,579.26,8880037,43.08
1994,Nigeria,Sub-Saharan Africa,1561.22,98388477,44.59
1994,Reunion,Sub-Saharan Africa,5863.97,647368,74.11
1994,Rwanda,Sub-Saharan Africa,382.44,6417511,27.09
1994,Sao Tome and Principe,Sub-Saharan Africa,1399.62,133152,62.91
1994,Senegal,Sub-Saharan Africa,1302.8,8778563,52.99
1994,Sierra Leone,Sub-Saharan Africa,1094.22,4311456,38.19
1994,Somalia,Sub-Saharan Africa,942.53,6177841,44.19
1994,South Africa,Sub-Saharan Africa,7236.9,41211897,60.94
1994,Sudan,Sub-Saharan Africa,1483.56,29771011,54.07
1994,Swaziland,Sub-Saharan Africa,3660.89,997652,60.06
1994,Tanzania,Sub-Saharan Africa,790.9,28556908,50.02
1994,Togo,Sub-Saharan Africa,1014.99,3750370,58.49
1994,Uganda,Sub-Saharan Africa,693.03,19566609,45.64
1994,Zambia,Sub-Saharan Africa,1067.93,8800157,47.81
1994,Zimbabwe,Sub-Saharan Africa,719.99,11049617,55.21
1994,Afghanistan,South Asia,500.45,19900668,41.72
1994,Bangladesh,South Asia,884,117279697,56.8
1994,Bhutan,South Asia,2149.47,1752368,55.75
1994,India,South Asia,1290,908000000,59.3
1994,Maldives,South Asia,2424.26,248459,61.55
1994,Nepal,South Asia,959.49,21372585,56.67
1994,Pakistan,South Asia,1991,125491984,61.79
1994,Sri Lanka,South Asia,2365.6,18075443,69.56
1994,Algeria,Middle East & North Africa,4652.84,27517041,68.2
1994,Bahrain,Middle East & North Africa,19499.26,558397,73.09
1994,Djibouti,Middle East & North Africa,2159.36,402548,52.16
1994,Iraq,Middle East & North Africa,3350.26,18969505,67.88
1994,Israel,Middle East & North Africa,19299.93,5184895,77.64
1994,Jordan,Middle East & North Africa,3610.78,4082087,68.58
1994,Kuwait,Middle East & North Africa,46467.09,1551427,75.52
1994,Lebanon,Middle East & North Africa,7844.05,3290707,69.61
1994,Libya,Middle East & North Africa,8810.1,4585017,69.88
1994,Morocco,Middle East & North Africa,3090.03,26900833,66.12
1994,Oman,Middle East & North Africa,19083.44,2058553,71.7
1994,Qatar,Middle East & North Africa,40794.94,585368,70.52
1994,Saudi Arabia,Middle East & North Africa,22010.66,19108307,69.49
1994,Tunisia,Middle East & North Africa,4409.94,8831747,70.79
1994,United Arab Emirates,Middle East & North Africa,29007.14,2135896,74.43
1994,West Bank and Gaza,Middle East & North Africa,6431.12,2345625,70.21
1994,"Yemen, Rep.",Middle East & North Africa,1834.92,14394750,56.37
1994,Argentina,America,10206.9,34864440,72.46
1994,Aruba,America,25830.48,67636,73.55
1994,Barbados,America,12736.75,266906,74.98
1994,Belize,America,5806.45,211500,72.72
1994,Bolivia,America,3089.45,7216538,60.68
1994,Brazil,America,7503.67,160994257,67.88
1994,Canada,America,27543.91,29262472,78.01
1994,Chile,America,8501.17,14000060,75.12
1994,Colombia,America,5823.7,35588746,69.13
1994,Costa Rica,America,6508.09,3314588,76.56
1994,Cuba,America,4738.16,10844611,75.16
1994,Ecuador,America,7268.52,11208048,70.78
1994,El Salvador,America,4836.25,5466906,68.5
1994,French Guiana,America,,139166,73.25
1994,Grenada,America,6130.94,90591,71.37
1994,Guadeloupe,America,,397585,76.31
1994,Guatemala,America,4531.75,9001037,64.41
1994,Guyana,America,2604.9,747536,62.35
1994,Haiti,America,1259.94,6558149,57.02
1994,Honduras,America,3052.26,5386133,68.09
1994,Jamaica,America,7497.59,2436866,71.32
1994,Martinique,America,,389926,76.75
1994,Mexico,America,9733.59,91337896,72.37
1994,Netherlands Antilles,America,21690.98,196793,74.45
1994,Nicaragua,America,2119.13,4262327,66.82
1994,Panama,America,6922.27,2579616,72.86
1994,Paraguay,America,4248.93,4743715,68.73
1994,Peru,America,5123.24,23374974,67.51
1994,Puerto Rico,America,15682.44,3649237,74.26
1994,Suriname,America,5400.78,410577,67.77
1994,Trinidad and Tobago,America,7705.76,1165700,69.08
1994,United States,America,34730.56,263435673,76
1994,Uruguay,America,8728.07,3193413,73.32
1994,Albania,Europe & Central Asia,2918.82,3378424,71.97
1994,Armenia,Europe & Central Asia,1498.94,3126094,68.41
1994,Austria,Europe & Central Asia,27463.48,8027540,76.59
1994,Azerbaijan,Europe & Central Asia,2088.93,7572945,65.26
1994,Belarus,Europe & Central Asia,4868.62,10387841,68.81
1994,Belgium,Europe & Central Asia,25947.3,10122914,76.82
1994,Bosnia and Herzegovina,Europe & Central Asia,2034.37,3784983,66.36
1994,Bulgaria,Europe & Central Asia,6550.71,8353335,70.85
1994,Croatia,Europe & Central Asia,8100.49,4511187,73.21
1994,Cyprus,Europe & Central Asia,18695.08,726752,77.23
1994,Denmark,Europe & Central Asia,27258.06,5205603,75.51
1994,Estonia,Europe & Central Asia,7733.63,1467535,66.67
1994,Finland,Europe & Central Asia,21005.54,5086044,76.64
1994,France,Europe & Central Asia,25117.85,57906847,77.94
1994,Georgia,Europe & Central Asia,1576.71,5120809,70.68
1994,Germany,Europe & Central Asia,26720.64,81414164,76.47
1994,Greece,Europe & Central Asia,17153.8,10429826,77.28
1994,Hungary,Europe & Central Asia,10821.26,10312714,69.68
1994,Iceland,Europe & Central Asia,25941.54,266075,79.24
1994,Ireland,Europe & Central Asia,18869.09,3595542,75.91
1994,Italy,Europe & Central Asia,22471.23,57179460,77.93
1994,Kazakhstan,Europe & Central Asia,4802.48,16182154,64.49
1994,Latvia,Europe & Central Asia,6169.9,2523532,65.53
1994,Lithuania,Europe & Central Asia,7406.2,3679636,68.58
1994,Luxembourg,Europe & Central Asia,48284.01,403756,76.36
1994,"Macedonia, FYR",Europe & Central Asia,6266.98,1935034,72.05
1994,Malta,Europe & Central Asia,15975.12,373606,76.61
1994,Moldova,Europe & Central Asia,1932.28,4463208,66.99
1994,Montenegro,Europe & Central Asia,4398.21,653213,75.98
1994,Netherlands,Europe & Central Asia,26648.08,15382198,77.6
1994,Norway,Europe & Central Asia,35547,4336638,77.86
1994,Poland,Europe & Central Asia,8414.16,38548296,71.82
1994,Portugal,Europe & Central Asia,15869.43,10027688,75.76
1994,Romania,Europe & Central Asia,6976.44,22738680,69.35
1994,Serbia,Europe & Central Asia,6639.38,10031261,71.91
1994,Slovak Republic,Europe & Central Asia,10195.81,5345264,72.36
1994,Slovenia,Europe & Central Asia,15279.58,2001036,73.96
1994,Spain,Europe & Central Asia,18782.73,39690971,78.05
1994,Sweden,Europe & Central Asia,24141,8831493,78.86
1994,Switzerland,Europe & Central Asia,31599.62,7114530,78.6
1994,Tajikistan,Europe & Central Asia,1273.6,5770963,62.24
1994,Turkey,Europe & Central Asia,5826.6,60220670,67.03
1994,Turkmenistan,Europe & Central Asia,3184.62,4018832,62.94
1994,Ukraine,Europe & Central Asia,4419.12,51637611,67.7
1994,United Kingdom,Europe & Central Asia,24118.67,58212518,76.88
1994,Uzbekistan,Europe & Central Asia,1499.51,22462266,66.35
1994,Australia,East Asia & Pacific,24780.17,17892557,78.07
1994,Brunei,East Asia & Pacific,47618.1,289516,74.77
1994,Cambodia,East Asia & Pacific,680.57,11008712,55.82
1994,China,East Asia & Pacific,2214.2,1191835000,69.27
1994,Fiji,East Asia & Pacific,3579.65,766268,66.61
1994,French Polynesia,East Asia & Pacific,23307.75,222078,70.56
1994,"Hong Kong, China",East Asia & Pacific,26685.04,6067288,78.72
1994,Indonesia,East Asia & Pacific,2674.28,191378000,63.79
1994,Japan,East Asia & Pacific,27037.83,125014050,79.91
1994,"Korea, Dem. Rep.",East Asia & Pacific,2300,21339904,69.49
1994,"Korea, Rep.",East Asia & Pacific,12609,44780886,73.16
1994,"Macao, China",East Asia & Pacific,24247.09,393064,78.04
1994,Malaysia,East Asia & Pacific,8342.82,19180324,71.08
1994,"Micronesia, Fed. Sts.",East Asia & Pacific,5898.48,105444,66.67
1994,Mongolia,East Asia & Pacific,1723.84,2383109,62.03
1994,Myanmar,East Asia & Pacific,919.55,41577366,59.28
1994,New Caledonia,East Asia & Pacific,35704.58,182543,71.79
1994,New Zealand,East Asia & Pacific,20116.23,3517261,77.07
1994,Papua New Guinea,East Asia & Pacific,2235.06,4235157,55.57
1994,Philippines,East Asia & Pacific,2328.83,70111842,67.2
1994,Samoa,East Asia & Pacific,3344.81,181436,66.83
1994,Singapore,East Asia & Pacific,29303.24,3427979,76.43
1994,Solomon Islands,East Asia & Pacific,2261.81,384099,58.97
1994,Taiwan,East Asia & Pacific,17866,21087873,74.7
1994,Thailand,East Asia & Pacific,5317.17,58128738,68.44
1994,Timor-Leste,East Asia & Pacific,2945.92,845714,50.19
1994,Tokelau,East Asia & Pacific,,,
1994,Tonga,East Asia & Pacific,4378.54,94398,70
1994,Vietnam,East Asia & Pacific,1121.67,72538927,68.79
1994,Vanuatu,East Asia & Pacific,3482.08,168793,65.53
1995,Angola,Sub-Saharan Africa,1989.02,9421477,42.7
1995,Benin,Sub-Saharan Africa,1176.67,5700089,56.38
1995,Botswana,Sub-Saharan Africa,8030.48,1466989,59.76
1995,Burkina Faso,Sub-Saharan Africa,889.91,9772602,48.7
1995,Burundi,Sub-Saharan Africa,507.2,6077812,44.95
1995,Cameroon,Sub-Saharan Africa,1613.97,13504356,53.59
1995,Cape Verde,Sub-Saharan Africa,1700.27,378520,67.57
1995,Chad,Sub-Saharan Africa,995.98,7103883,50.68
1995,Comoros,Sub-Saharan Africa,1209.23,496906,59.37
1995,"Congo, Dem. Rep.",Sub-Saharan Africa,367.22,46343432,46.29
1995,"Congo, Rep.",Sub-Saharan Africa,3554.39,2648529,56.09
1995,Cote d'Ivoire,Sub-Saharan Africa,1640.62,13988434,56.79
1995,Equatorial Guinea,Sub-Saharan Africa,1337.98,418534,48.32
1995,Eritrea,Sub-Saharan Africa,806.51,3858978,52.27
1995,Ethiopia,Sub-Saharan Africa,471.41,56628083,49.17
1995,Gabon,Sub-Saharan Africa,14105.84,1068383,61.27
1995,Ghana,Sub-Saharan Africa,961.42,17669087,59.09
1995,Guinea,Sub-Saharan Africa,825.5,7682082,50.69
1995,Guinea-Bissau,Sub-Saharan Africa,754.03,1143057,44.66
1995,Kenya,Sub-Saharan Africa,1335.67,27060142,57.47
1995,Lesotho,Sub-Saharan Africa,1067.93,1919569,58.85
1995,Liberia,Sub-Saharan Africa,662.2,1974588,51.38
1995,Madagascar,Sub-Saharan Africa,989.14,13340359,54.01
1995,Malawi,Sub-Saharan Africa,653.33,9912344,51.92
1995,Mali,Sub-Saharan Africa,743.17,8967132,44.18
1995,Mauritania,Sub-Saharan Africa,1422.19,2341749,56.25
1995,Mauritius,Sub-Saharan Africa,6783.9,1128608,70.14
1995,Mayotte,Sub-Saharan Africa,,120330,73.82
1995,Mozambique,Sub-Saharan Africa,419.87,15697711,45.89
1995,Namibia,Sub-Saharan Africa,3823.11,1686700,62.85
1995,Niger,Sub-Saharan Africa,577.48,9139044,43.52
1995,Nigeria,Sub-Saharan Africa,1561.31,100960105,44.7
1995,Reunion,Sub-Saharan Africa,5752.28,659938,74.33
1995,Rwanda,Sub-Saharan Africa,581.39,5706501,
1995,Sao Tome and Principe,Sub-Saharan Africa,1382.99,137090,63.02
1995,Senegal,Sub-Saharan Africa,1333.03,9025562,53.19
1995,Sierra Leone,Sub-Saharan Africa,969,4381750,38.23
1995,Somalia,Sub-Saharan Africa,952.5,6291143,44.72
1995,South Africa,Sub-Saharan Africa,7304.2,41779149,60.45
1995,Sudan,Sub-Saharan Africa,1488.27,30567288,54.44
1995,Swaziland,Sub-Saharan Africa,3771.59,1004849,59.25
1995,Tanzania,Sub-Saharan Africa,794.02,29470379,49.92
1995,Togo,Sub-Saharan Africa,1026.07,3965576,58.71
1995,Uganda,Sub-Saharan Africa,755.16,20094075,45.34
1995,Zambia,Sub-Saharan Africa,1017.79,9001866,46.69
1995,Zimbabwe,Sub-Saharan Africa,717.36,11111992,53.13
1995,Afghanistan,South Asia,601.87,20881480,41.75
1995,Bangladesh,South Asia,913,119186448,57.56
1995,Bhutan,South Asia,2317.07,1793012,56.65
1995,India,South Asia,1354,927000000,59.62
1995,Maldives,South Asia,2533.7,256949,62.07
1995,Nepal,South Asia,968.55,21907276,57.47
1995,Pakistan,South Asia,2038,128690285,62.13
1995,Sri Lanka,South Asia,2464.51,18304268,69.43
1995,Algeria,Middle East & North Africa,4732.43,28082573,68.47
1995,Bahrain,Middle East & North Africa,19759.06,572639,73.36
1995,Djibouti,Middle East & North Africa,2052.06,409366,52.5
1995,Iraq,Middle East & North Africa,2973.04,19557247,68.89
1995,Israel,Middle East & North Africa,20145.03,5305120,77.62
1995,Jordan,Middle East & North Africa,3732.14,4201514,68.94
1995,Kuwait,Middle East & North Africa,44959.08,1620808,75.7
1995,Lebanon,Middle East & North Africa,8271.72,3334733,69.82
1995,Libya,Middle East & North Africa,8737.85,4654252,70.38
1995,Morocco,Middle East & North Africa,2828.67,27446860,66.59
1995,Oman,Middle East & North Africa,19325.59,2130934,71.99
1995,Qatar,Middle East & North Africa,41058.27,613142,70.93
1995,Saudi Arabia,Middle East & North Africa,21162.71,19966998,69.83
1995,Tunisia,Middle East & North Africa,4444.95,8972635,71.19
1995,United Arab Emirates,Middle East & North Africa,29341.65,2176370,74.88
1995,West Bank and Gaza,Middle East & North Africa,6647.75,2501920,70.52
1995,"Yemen, Rep.",Middle East & North Africa,1970.6,14859342,56.84
1995,Argentina,America,9807.79,35311049,72.68
1995,Aruba,America,25359.88,67836,73.56
1995,Barbados,America,13009.36,267907,75.01
1995,Belize,America,5677.1,217120,72.94
1995,Bolivia,America,3164.52,7376582,61.09
1995,Brazil,America,7713.35,163542501,68.3
1995,Canada,America,27969.67,29619002,78.13
1995,Chile,America,9082.42,14205449,75.04
1995,Colombia,America,6013.41,36280883,69.43
1995,Costa Rica,America,6515.31,3383786,76.79
1995,Cuba,America,4875.77,10896802,75.41
1995,Ecuador,America,7336.07,11438004,71.24
1995,El Salvador,America,5042.31,5568437,68.78
1995,French Guiana,America,,145082,73.55
1995,Grenada,America,6279.52,90603,71.8
1995,Guadeloupe,America,,402359,76.63
1995,Guatemala,America,4622.17,9266312,64.97
1995,Guyana,America,2729.15,747929,62.37
1995,Haiti,America,1299.75,6675578,57.5
1995,Honduras,America,3073.89,5546185,68.52
1995,Jamaica,America,7524.48,2469389,71.31
1995,Martinique,America,,394021,77
1995,Mexico,America,8954.52,92880353,72.74
1995,Netherlands Antilles,America,22159.94,198914,74.46
1995,Nicaragua,America,2153.69,4382555,67.34
1995,Panama,America,6920.48,2629303,73.11
1995,Paraguay,America,4318.04,4877951,68.92
1995,Peru,America,5453.85,23846388,68.01
1995,Puerto Rico,America,16245.19,3683103,74.35
1995,Suriname,America,5509.17,414188,67.88
1995,Trinidad and Tobago,America,8071.16,1158553,69.04
1995,United States,America,35053.29,266557091,76.09
1995,Uruguay,America,8495.07,3215423,73.54
1995,Albania,Europe & Central Asia,3285.53,3400516,72.17
1995,Armenia,Europe & Central Asia,1632.31,3068751,68.76
1995,Austria,Europe & Central Asia,27918.82,8047433,76.83
1995,Azerbaijan,Europe & Central Asia,1828.59,7630291,65.36
1995,Belarus,Europe & Central Asia,4355.51,10403989,68.42
1995,Belgium,Europe & Central Asia,26480.95,10155459,76.97
1995,Bosnia and Herzegovina,Europe & Central Asia,2200.62,3708960,67.85
1995,Bulgaria,Europe & Central Asia,6820.31,8255811,70.95
1995,Croatia,Europe & Central Asia,8636.98,4496683,73.6
1995,Cyprus,Europe & Central Asia,20180.14,733188,77.42
1995,Denmark,Europe & Central Asia,27985.59,5232612,75.36
1995,Estonia,Europe & Central Asia,8199.12,1446509,67.72
1995,Finland,Europe & Central Asia,21650.15,5104654,76.66
1995,France,Europe & Central Asia,25556.85,58149727,78.06
1995,Georgia,Europe & Central Asia,1647.82,5012952,70.77
1995,Germany,Europe & Central Asia,27145.96,81653702,76.66
1995,Greece,Europe & Central Asia,17492.91,10457554,77.23
1995,Hungary,Europe & Central Asia,11000.41,10295874,70.08
1995,Iceland,Europe & Central Asia,25840.49,267527,78.04
1995,Ireland,Europe & Central Asia,20581.98,3613890,75.58
1995,Italy,Europe & Central Asia,23680.31,57274531,78.19
1995,Kazakhstan,Europe & Central Asia,4492.99,15878488,63.95
1995,Latvia,Europe & Central Asia,6191.8,2488008,66.33
1995,Lithuania,Europe & Central Asia,7804.17,3673577,69.02
1995,Luxembourg,Europe & Central Asia,48165.26,409704,76.47
1995,"Macedonia, FYR",Europe & Central Asia,6166.63,1954048,72.2
1995,Malta,Europe & Central Asia,16779.82,376893,76.83
1995,Moldova,Europe & Central Asia,1906.77,4459595,66.79
1995,Montenegro,Europe & Central Asia,4947.29,670608,75.91
1995,Netherlands,Europe & Central Asia,27423.96,15459054,77.64
1995,Norway,Europe & Central Asia,36975,4359101,77.89
1995,Poland,Europe & Central Asia,8986.89,38600642,72.05
1995,Portugal,Europe & Central Asia,16486.84,10065543,75.58
1995,Romania,Europe & Central Asia,7486.9,22692830,69.4
1995,Serbia,Europe & Central Asia,7012.19,10192265,71.99
1995,Slovak Republic,Europe & Central Asia,10759.84,5361594,72.29
1995,Slovenia,Europe & Central Asia,15857.28,2002827,74.67
1995,Spain,Europe & Central Asia,19272.14,39749715,78.12
1995,Sweden,Europe & Central Asia,24724,8877890,78.94
1995,Switzerland,Europe & Central Asia,31530.77,7157106,78.68
1995,Tajikistan,Europe & Central Asia,1097.88,5864473,62.3
1995,Turkey,Europe & Central Asia,6125,61188984,67.59
1995,Turkmenistan,Europe & Central Asia,2895.41,4101998,63.08
1995,Ukraine,Europe & Central Asia,3909.54,51247259,66.79
1995,United Kingdom,Europe & Central Asia,24716.01,58426014,76.78
1995,Uzbekistan,Europe & Central Asia,1460.98,22847085,66.4
1995,Australia,East Asia & Pacific,25518.72,18116171,78.45
1995,Brunei,East Asia & Pacific,47786.78,297508,74.99
1995,Cambodia,East Asia & Pacific,708.19,11282730,55.99
1995,China,East Asia & Pacific,2521.34,1204855000,69.6
1995,Fiji,East Asia & Pacific,3625.41,775901,66.63
1995,French Polynesia,East Asia & Pacific,22982.73,226766,70.82
1995,"Hong Kong, China",East Asia & Pacific,27018.05,6225347,79.11
1995,Indonesia,East Asia & Pacific,2851.72,194755000,64.42
1995,Japan,East Asia & Pacific,27509.08,125341354,79.76
1995,"Korea, Dem. Rep.",East Asia & Pacific,2000,21561856,69.01
1995,"Korea, Rep.",East Asia & Pacific,13674,45264146,73.53
1995,"Macao, China",East Asia & Pacific,24653.08,401452,78.28
1995,Malaysia,East Asia & Pacific,8961.56,19611116,71.32
1995,"Micronesia, Fed. Sts.",East Asia & Pacific,5918.56,105988,66.78
1995,Mongolia,East Asia & Pacific,1814.11,2420663,62.45
